"word","occurrences","frequency","weight","stem"
"anti-castro",1,0.000001,0.999002,"anti-castro"
"anti-catholic",1,0.000001,0.999002,"anti-cathol"
"anti-catholicism",1,0.000001,0.999002,"anti-catholic"
"anti-christian",1,0.000001,0.999002,"anti-christian"
"anti-clericalism",1,0.000001,0.999002,"anti-cler"
"anti-colmer",1,0.000001,0.999002,"anti-colm"
"anti-communism",1,0.000001,0.999002,"anti-commun"
"anti-communist",8,0.000008,0.992040,"anti-communist"
"anti-communists",1,0.000001,0.999002,"anti-communist"
"anti-democratic",1,0.000001,0.999002,"anti-democrat"
"anti-discrimination",1,0.000001,0.999002,"anti-discrimin"
"anti-discriminatory",1,0.000001,0.999002,"anti-discriminatori"
"anti-freeze",1,0.000001,0.999002,"anti-freez"
"anti-french",3,0.000003,0.997008,"anti-french"
"anti-human",2,0.000002,0.998004,"anti-human"
"anti-infective",2,0.000002,0.998004,"anti-infect"
"anti-intellectual",3,0.000003,0.997008,"anti-intellectu"
"anti-intellectualism",1,0.000001,0.999002,"anti-intellectu"
"anti-kennedy",1,0.000001,0.999002,"anti-kennedi"
"anti-liquor",1,0.000001,0.999002,"anti-liquor"
"anti-missile",1,0.000001,0.999002,"anti-missil"
"anti-monopoly",4,0.000004,0.996012,"anti-monopoli"
"anti-nazi",2,0.000002,0.998004,"anti-nazi"
"anti-negro",1,0.000001,0.999002,"anti-negro"
"anti-newtonian",1,0.000001,0.999002,"anti-newtonian"
"anti-organization",2,0.000002,0.998004,"anti-organ"
"anti-party",5,0.000005,0.995018,"anti-parti"
"anti-personality",1,0.000001,0.999002,"anti-person"
"anti-polio",1,0.000001,0.999002,"anti-polio"
"anti-recession",1,0.000001,0.999002,"anti-recess"
"anti-rh",1,0.000001,0.999002,"anti-rh"
"anti-secrecy",2,0.000002,0.998004,"anti-secreci"
"anti-semite",2,0.000002,0.998004,"anti-semit"
"anti-semites",3,0.000003,0.997008,"anti-semit"
"anti-semitic",4,0.000004,0.996012,"anti-semit"
"anti-semitism",23,0.000023,0.977286,"anti-semit"
"anti-slavery",12,0.000012,0.988084,"anti-slaveri"
"anti-soviet",2,0.000002,0.998004,"anti-soviet"
"anti-submarine",3,0.000003,0.997008,"anti-submarin"
"anti-trust",26,0.000026,0.974361,"anti-trust"
"antibiotic",1,0.000001,0.999002,"antibiot"
"antibiotics",1,0.000001,0.999002,"antibiot"
"antibodies",9,0.000009,0.991050,"antibodi"
"antibody",12,0.000012,0.988084,"antibodi"
"antic",1,0.000001,0.999002,"antic"
"anticipate",11,0.000011,0.989071,"anticip"
"anticipated",23,0.000023,0.977286,"anticip"
"anticipates",2,0.000002,0.998004,"anticip"
"anticipating",2,0.000002,0.998004,"anticip"
"anticipation",20,0.000020,0.980219,"anticip"
"anticipations",3,0.000003,0.997008,"anticip"
"anticipatory",1,0.000001,0.999002,"anticipatori"
"anticoagulation",1,0.000001,0.999002,"anticoagul"
"antics",4,0.000004,0.996012,"antic"
"anticus",1,0.000001,0.999002,"anticu"
"antidote",2,0.000002,0.998004,"antidot"
"antietam",2,0.000002,0.998004,"antietam"
"antifundamentalist",1,0.000001,0.999002,"antifundamentalist"
"antigen",12,0.000012,0.988084,"antigen"
"antigone",1,0.000001,0.999002,"antigon"
"antihistorical",1,0.000001,0.999002,"antihistor"
"antinomians",1,0.000001,0.999002,"antinomian"
"antipathy",4,0.000004,0.996012,"antipathi"
"antiphonal",1,0.000001,0.999002,"antiphon"
"antipodes",1,0.000001,0.999002,"antipod"
"antiquarian",1,0.000001,0.999002,"antiquarian"
"antiquarians",1,0.000001,0.999002,"antiquarian"
"antiquated",4,0.000004,0.996012,"antiqu"
"antique",12,0.000012,0.988084,"antiqu"
"antiques",3,0.000003,0.997008,"antiqu"
"antiquities",1,0.000001,0.999002,"antiqu"
"antiquity",3,0.000003,0.997008,"antiqu"
"antiredeposition",1,0.000001,0.999002,"antiredeposit"
"antiseptic",6,0.000006,0.994024,"antisept"
"antisera",2,0.000002,0.998004,"antisera"
"antiserum",4,0.000004,0.996012,"antiserum"
"antislavery",1,0.000001,0.999002,"antislaveri"
"antisocial",2,0.000002,0.998004,"antisoci"
"antisubmarine",5,0.000005,0.995018,"antisubmarin"
"antithesis",3,0.000003,0.997008,"antithesi"
"antithetical",1,0.000001,0.999002,"antithet"
"antithyroid",7,0.000007,0.993032,"antithyroid"
"antitrust",1,0.000001,0.999002,"antitrust"
"antler",3,0.000003,0.997008,"antler"
"antoine",1,0.000001,0.999002,"antoin"
"antoine's",3,0.000003,0.997008,"antoine'"
"antoinette",1,0.000001,0.999002,"antoinett"
"anton",2,0.000002,0.998004,"anton"
"antone",1,0.000001,0.999002,"anton"
"antonini",1,0.000001,0.999002,"antonini"
"antonio",6,0.000006,0.994024,"antonio"
"antony",2,0.000002,0.998004,"antoni"
"ants",7,0.000007,0.993032,"ant"
"anvil",1,0.000001,0.999002,"anvil"
"anxieties",1,0.000001,0.999002,"anxieti"
"anxiety",42,0.000042,0.958911,"anxieti"
"anxiety-released",1,0.000001,0.999002,"anxiety-releas"
"anxious",29,0.000029,0.971445,"anxiou"
"anxiously",9,0.000009,0.991050,"anxious"
"any",1344,0.001343,0.261162,"ani"
"anybody",42,0.000042,0.958911,"anybodi"
"anybody'd",1,0.000001,0.999002,"anybody'd"
"anybody's",2,0.000002,0.998004,"anybody'"
"anye",1,0.000001,0.999002,"any"
"anyhow",20,0.000020,0.980219,"anyhow"
"anylabel",1,0.000001,0.999002,"anylabel"
"anymore",5,0.000005,0.995018,"anymor"
"anyone",140,0.000140,0.869484,"anyon"
"anyone's",6,0.000006,0.994024,"anyone'"
"anyplace",1,0.000001,0.999002,"anyplac"
"anythin",1,0.000001,0.999002,"anythin"
"anything",280,0.000280,0.756002,"anyth"
"anytime",1,0.000001,0.999002,"anytim"
"anyway",46,0.000046,0.955087,"anyway"
"anyways",1,0.000001,0.999002,"anyway"
"anywhere",39,0.000039,0.961789,"anywher"
"anzilotti",1,0.000001,0.999002,"anzilotti"
"aorta",3,0.000003,0.997008,"aorta"
"aouelloul",1,0.000001,0.999002,"aouelloul"
"ap",14,0.000014,0.986112,"ap"
"apache",1,0.000001,0.999002,"apach"
"apaches",4,0.000004,0.996012,"apach"
"apalachicola",1,0.000001,0.999002,"apalachicola"
"aparicio",1,0.000001,0.999002,"aparicio"
"apart",57,0.000057,0.944650,"apart"
"apartheid",3,0.000003,0.997008,"apartheid"
"apartment",81,0.000081,0.922271,"apart"
"apartment-building",1,0.000001,0.999002,"apartment-build"
"apartments",17,0.000017,0.983161,"apart"
"apathetic",1,0.000001,0.999002,"apathet"
"apathy",3,0.000003,0.997008,"apathi"
"ape",3,0.000003,0.997008,"ape"
"apergillus",1,0.000001,0.999002,"apergillu"
"aperture",8,0.000008,0.992040,"apertur"
"apex",4,0.000004,0.996012,"apex"
"aphrodite",1,0.000001,0.999002,"aphrodit"
"apiece",2,0.000002,0.998004,"apiec"
"aplomb",1,0.000001,0.999002,"aplomb"
"apocalypse",2,0.000002,0.998004,"apocalyps"
"apocalyptic",5,0.000005,0.995018,"apocalypt"
"apocrypha",1,0.000001,0.999002,"apocrypha"
"apocryphal",1,0.000001,0.999002,"apocryph"
"apogee",2,0.000002,0.998004,"apoge"
"apollinaire",2,0.000002,0.998004,"apollinair"
"apollo",5,0.000005,0.995018,"apollo"
"apollo's",1,0.000001,0.999002,"apollo'"
"apollonian",1,0.000001,0.999002,"apollonian"
"apologetic",3,0.000003,0.997008,"apologet"
"apologetically",6,0.000006,0.994024,"apologet"
"apologia",1,0.000001,0.999002,"apologia"
"apologie",1,0.000001,0.999002,"apologi"
"apologies",4,0.000004,0.996012,"apolog"
"apologist",1,0.000001,0.999002,"apologist"
"apologize",1,0.000001,0.999002,"apolog"
"apologized",5,0.000005,0.995018,"apolog"
"apology",3,0.000003,0.997008,"apolog"
"apostates",1,0.000001,0.999002,"apost"
"apostle",2,0.000002,0.998004,"apostl"
"apostles",2,0.000002,0.998004,"apostl"
"apostolic",4,0.000004,0.996012,"apostol"
"apothecary",3,0.000003,0.997008,"apothecari"
"apotheosis",1,0.000001,0.999002,"apotheosi"
"app",1,0.000001,0.999002,"app"
"app.",1,0.000001,0.999002,"app."
"appalachian",1,0.000001,0.999002,"appalachian"
"appalachians",1,0.000001,0.999002,"appalachian"
"appalled",2,0.000002,0.998004,"appal"
"appalling",9,0.000009,0.991050,"appal"
"appallingly",1,0.000001,0.999002,"appallingli"
"appaloosas",1,0.000001,0.999002,"appaloosa"
"appanage",1,0.000001,0.999002,"appanag"
"apparatus",29,0.000029,0.971445,"apparatu"
"apparel",3,0.000003,0.997008,"apparel"
"appareled",1,0.000001,0.999002,"apparel"
"apparency",1,0.000001,0.999002,"appar"
"apparent",57,0.000057,0.944650,"appar"
"apparently",125,0.000125,0.882611,"appar"
"apparition",3,0.000003,0.997008,"apparit"
"appeal",63,0.000063,0.939004,"appeal"
"appealed",13,0.000013,0.987097,"appeal"
"appealing",14,0.000014,0.986112,"appeal"
"appeals",19,0.000019,0.981199,"appeal"
"appear",117,0.000117,0.889692,"appear"
"appearance",57,0.000057,0.944650,"appear"
"appearances",14,0.000014,0.986112,"appear"
"appeared",135,0.000135,0.873837,"appear"
"appearin'",1,0.000001,0.999002,"appearin'"
"appearing",16,0.000016,0.984144,"appear"
"appears",84,0.000084,0.919511,"appear"
"appease",2,0.000002,0.998004,"appeas"
"appeased",2,0.000002,0.998004,"appeas"
"appeasement",3,0.000003,0.997008,"appeas"
"appeasing",1,0.000001,0.999002,"appeas"
"appellant",1,0.000001,0.999002,"appel"
"appendages",1,0.000001,0.999002,"appendag"
"appended",2,0.000002,0.998004,"append"
"appendix",10,0.000010,0.990060,"appendix"
"appendixes",1,0.000001,0.999002,"appendix"
"appestat",5,0.000005,0.995018,"appestat"
"appetite",11,0.000011,0.989071,"appetit"
"appetites",3,0.000003,0.997008,"appetit"
"appetizing",2,0.000002,0.998004,"appet"
"appian",1,0.000001,0.999002,"appian"
"applaud",5,0.000005,0.995018,"applaud"
"applauded",4,0.000004,0.996012,"applaud"
"applauding",2,0.000002,0.998004,"applaud"
"applause",14,0.000014,0.986112,"applaus"
"applause-happy",1,0.000001,0.999002,"applause-happi"
"apple",9,0.000009,0.991050,"appl"
"apple-tree",1,0.000001,0.999002,"apple-tre"
"appleby",1,0.000001,0.999002,"applebi"
"applejack",1,0.000001,0.999002,"applejack"
"apples",6,0.000006,0.994024,"appl"
"appleton",1,0.000001,0.999002,"appleton"
"appliance",5,0.000005,0.995018,"applianc"
"appliances",8,0.000008,0.992040,"applianc"
"applicability",2,0.000002,0.998004,"applic"
"applicable",18,0.000018,0.982179,"applic"
"applicant",8,0.000008,0.992040,"applic"
"applicants",10,0.000010,0.990060,"applic"
"application",68,0.000068,0.934326,"applic"
"applications",25,0.000025,0.975335,"applic"
"applicator",1,0.000001,0.999002,"applic"
"applied",106,0.000106,0.899523,"appli"
"applies",19,0.000019,0.981199,"appli"
"appliques",1,0.000001,0.999002,"appliqu"
"apply",56,0.000056,0.945594,"appli"
"applying",29,0.000029,0.971445,"appli"
"appoint",6,0.000006,0.994024,"appoint"
"appointed",42,0.000042,0.958911,"appoint"
"appointee",2,0.000002,0.998004,"appointe"
"appointees",5,0.000005,0.995018,"appointe"
"appointing",1,0.000001,0.999002,"appoint"
"appointment",28,0.000028,0.972416,"appoint"
"appointments",6,0.000006,0.994024,"appoint"
"appoints",1,0.000001,0.999002,"appoint"
"apportion",1,0.000001,0.999002,"apport"
"apportioned",8,0.000008,0.992040,"apport"
"apportionment",9,0.000009,0.991050,"apportion"
"apportionments",2,0.000002,0.998004,"apportion"
"appraisal",8,0.000008,0.992040,"apprais"
"appraisals",2,0.000002,0.998004,"apprais"
"appraise",4,0.000004,0.996012,"apprais"
"appraised",1,0.000001,0.999002,"apprais"
"appraisers",1,0.000001,0.999002,"apprais"
"appraising",1,0.000001,0.999002,"apprais"
"appraisingly",1,0.000001,0.999002,"appraisingli"
"appreciable",5,0.000005,0.995018,"appreci"
"appreciably",7,0.000007,0.993032,"appreci"
"appreciate",26,0.000026,0.974361,"appreci"
"appreciated",11,0.000011,0.989071,"appreci"
"appreciates",1,0.000001,0.999002,"appreci"
"appreciating",1,0.000001,0.999002,"appreci"
"appreciation",22,0.000022,0.978262,"appreci"
"appreciations",1,0.000001,0.999002,"appreci"
"appreciative",2,0.000002,0.998004,"appreci"
"appreciatively",2,0.000002,0.998004,"appreci"
"apprehend",1,0.000001,0.999002,"apprehend"
"apprehended",2,0.000002,0.998004,"apprehend"
"apprehension",11,0.000011,0.989071,"apprehens"
"apprehensions",5,0.000005,0.995018,"apprehens"
"apprehensively",4,0.000004,0.996012,"apprehens"
"apprentice",15,0.000015,0.985127,"apprentic"
"apprenticed",1,0.000001,0.999002,"apprent"
"apprentices",3,0.000003,0.997008,"apprentic"
"apprenticeship",2,0.000002,0.998004,"apprenticeship"
"approach",123,0.000123,0.884376,"approach"
"approachable",1,0.000001,0.999002,"approach"
"approached",45,0.000045,0.956042,"approach"
"approaches",25,0.000025,0.975335,"approach"
"approaching",27,0.000027,0.973388,"approach"
"appropriate",68,0.000068,0.934326,"appropri"
"appropriated",11,0.000011,0.989071,"appropri"
"appropriately",5,0.000005,0.995018,"appropri"
"appropriateness",2,0.000002,0.998004,"appropri"
"appropriates",1,0.000001,0.999002,"appropri"
"appropriating",2,0.000002,0.998004,"appropri"
"appropriation",5,0.000005,0.995018,"appropri"
"appropriations",9,0.000009,0.991050,"appropri"
"approval",51,0.000051,0.950329,"approv"
"approve",14,0.000014,0.986112,"approv"
"approved",40,0.000040,0.960829,"approv"
"approves",1,0.000001,0.999002,"approv"
"approving",1,0.000001,0.999002,"approv"
"approvingly",2,0.000002,0.998004,"approvingli"
"approximate",11,0.000011,0.989071,"approxim"
"approximated",5,0.000005,0.995018,"approxim"
"approximately",71,0.000071,0.931530,"approxim"
"approximation",7,0.000007,0.993032,"approxim"
"approximations",3,0.000003,0.997008,"approxim"
"apricot",1,0.000001,0.999002,"apricot"
"april",71,0.000071,0.931530,"april"
"april-june",1,0.000001,0.999002,"april-jun"
"apron",7,0.000007,0.993032,"apron"
"aprons",1,0.000001,0.999002,"apron"
"apropos",1,0.000001,0.999002,"apropo"
"apses",1,0.000001,0.999002,"aps"
"apt",15,0.000015,0.985127,"apt"
"aptitude",3,0.000003,0.997008,"aptitud"
"aptitudes",1,0.000001,0.999002,"aptitud"
"aptly",4,0.000004,0.996012,"aptli"
"aptness",1,0.000001,0.999002,"apt"
"aqua-lung",1,0.000001,0.999002,"aqua-lung"
"aquacutie",1,0.000001,0.999002,"aquacuti"
"aquam",1,0.000001,0.999002,"aquam"
"aqueducts",1,0.000001,0.999002,"aqueduct"
"aqueous",14,0.000014,0.986112,"aqueou"
"aquidneck",2,0.000002,0.998004,"aquidneck"
"aquinas",2,0.000002,0.998004,"aquina"
"aquisition",1,0.000001,0.999002,"aquisit"
"arab",2,0.000002,0.998004,"arab"
"arabesque",1,0.000001,0.999002,"arabesqu"
"arabia",1,0.000001,0.999002,"arabia"
"arabian",2,0.000002,0.998004,"arabian"
"arabian-american",1,0.000001,0.999002,"arabian-american"
"arabians",1,0.000001,0.999002,"arabian"
"arabic",6,0.000006,0.994024,"arab"
"arable",3,0.000003,0.997008,"arabl"
"arabs",1,0.000001,0.999002,"arab"
"arabs'",1,0.000001,0.999002,"arabs'"
"araby",1,0.000001,0.999002,"arabi"
"arak",1,0.000001,0.999002,"arak"
"aransas",1,0.000001,0.999002,"aransa"
"arapacis",2,0.000002,0.998004,"arapaci"
"arata",1,0.000001,0.999002,"arata"
"arbeitskommando",1,0.000001,0.999002,"arbeitskommando"
"arbiter",5,0.000005,0.995018,"arbit"
"arbitrarily",5,0.000005,0.995018,"arbitrarili"
"arbitrary",22,0.000022,0.978262,"arbitrari"
"arbitrate",3,0.000003,0.997008,"arbitr"
"arbitrated",1,0.000001,0.999002,"arbitr"
"arbitration",2,0.000002,0.998004,"arbitr"
"arbogast",3,0.000003,0.997008,"arbogast"
"arbor",1,0.000001,0.999002,"arbor"
"arboreal",1,0.000001,0.999002,"arbor"
"arbuckle",5,0.000005,0.995018,"arbuckl"
"arbuckle's",1,0.000001,0.999002,"arbuckle'"
"arc",41,0.000041,0.959870,"arc"
"arcade",3,0.000003,0.997008,"arcad"
"arcaded",1,0.000001,0.999002,"arcad"
"arcades",2,0.000002,0.998004,"arcad"
"arch",13,0.000013,0.987097,"arch"
"arch-enemy",1,0.000001,0.999002,"arch-enemi"
"arch-heretic",1,0.000001,0.999002,"arch-heret"
"arch-opponent",1,0.000001,0.999002,"arch-oppon"
"archaeological",8,0.000008,0.992040,"archaeolog"
"archaeologists",1,0.000001,0.999002,"archaeologist"
"archaeology",11,0.000011,0.989071,"archaeolog"
"archaic",5,0.000005,0.995018,"archaic"
"archaism",1,0.000001,0.999002,"archaism"
"archaized",1,0.000001,0.999002,"archaiz"
"archangel",3,0.000003,0.997008,"archangel"
"archangels",1,0.000001,0.999002,"archangel"
"archbishop",8,0.000008,0.992040,"archbishop"
"archbishops'",1,0.000001,0.999002,"archbishops'"
"archdiocese",1,0.000001,0.999002,"archdioces"
"arched",11,0.000011,0.989071,"arch"
"archenemy",1,0.000001,0.999002,"archenemi"
"archeological",1,0.000001,0.999002,"archeolog"
"archery",1,0.000001,0.999002,"archeri"
"arches",7,0.000007,0.993032,"arch"
"archfool",1,0.000001,0.999002,"archfool"
"archimedes",1,0.000001,0.999002,"archimed"
"arching",1,0.000001,0.999002,"arch"
"archipelago",2,0.000002,0.998004,"archipelago"
"architect",22,0.000022,0.978262,"architect"
"architect's",2,0.000002,0.998004,"architect'"
"architectonic",1,0.000001,0.999002,"architecton"
"architects",8,0.000008,0.992040,"architect"
"architects'",1,0.000001,0.999002,"architects'"
"architectural",8,0.000008,0.992040,"architectur"
"architecture",11,0.000011,0.989071,"architectur"
"architectures",1,0.000001,0.999002,"architectur"
"archives",4,0.000004,0.996012,"archiv"
"archtype",1,0.000001,0.999002,"archtyp"
"archuleta",1,0.000001,0.999002,"archuleta"
"arcilla",1,0.000001,0.999002,"arcilla"
"arclike",1,0.000001,0.999002,"arclik"
"arco",1,0.000001,0.999002,"arco"
"arcs",8,0.000008,0.992040,"arc"
"arctic",4,0.000004,0.996012,"arctic"
"arcus",1,0.000001,0.999002,"arcu"
"arden",3,0.000003,0.997008,"arden"
"ardent",12,0.000012,0.988084,"ardent"
"ardmore",1,0.000001,0.999002,"ardmor"
"ardor",3,0.000003,0.997008,"ardor"
"arduous",4,0.000004,0.996012,"arduou"
"are",4394,0.004389,0.012407,"are"
"area",324,0.000324,0.723492,"area"
"area's",2,0.000002,0.998004,"area'"
"area-wide",2,0.000002,0.998004,"area-wid"
"areas",236,0.000236,0.789973,"area"
"areaways",1,0.000001,0.999002,"areaway"
"aren't",36,0.000036,0.964676,"aren't"
"arena",7,0.000007,0.993032,"arena"
"arenas",3,0.000003,0.997008,"arena"
"arenula",1,0.000001,0.999002,"arenula"
"areosol",1,0.000001,0.999002,"areosol"
"arequipa",1,0.000001,0.999002,"arequipa"
"ares",1,0.000001,0.999002,"are"
"arf",1,0.000001,0.999002,"arf"
"argentina",1,0.000001,0.999002,"argentina"
"arger",3,0.000003,0.997008,"arger"
"argiento",13,0.000013,0.987097,"argiento"
"argive",1,0.000001,0.999002,"argiv"
"argon",7,0.000007,0.993032,"argon"
"argonauts",1,0.000001,0.999002,"argonaut"
"argos",1,0.000001,0.999002,"argo"
"argot",1,0.000001,0.999002,"argot"
"argue",29,0.000029,0.971445,"argu"
"argued",29,0.000029,0.971445,"argu"
"argues",10,0.000010,0.990060,"argu"
"arguing",10,0.000010,0.990060,"argu"
"argument",63,0.000063,0.939004,"argument"
"argumentation",1,0.000001,0.999002,"argument"
"arguments",15,0.000015,0.985127,"argument"
"arhat",1,0.000001,0.999002,"arhat"
"arhats",1,0.000001,0.999002,"arhat"
"ariadne",3,0.000003,0.997008,"ariadn"
"arianism",1,0.000001,0.999002,"arian"
"arianist",1,0.000001,0.999002,"arianist"
"arianists",1,0.000001,0.999002,"arianist"
"aricaras",5,0.000005,0.995018,"aricara"
"arid",2,0.000002,0.998004,"arid"
"aridity",2,0.000002,0.998004,"arid"
"arigato",1,0.000001,0.999002,"arigato"
"arimathea",2,0.000002,0.998004,"arimathea"
"arise",28,0.000028,0.972416,"aris"
"arisen",4,0.000004,0.996012,"arisen"
"arises",14,0.000014,0.986112,"aris"
"arising",11,0.000011,0.989071,"aris"
"aristide",2,0.000002,0.998004,"aristid"
"aristocracy",4,0.000004,0.996012,"aristocraci"
"aristocratic",4,0.000004,0.996012,"aristocrat"
"aristocratically",1,0.000001,0.999002,"aristocrat"
"aristocrats",2,0.000002,0.998004,"aristocrat"
"aristotelean-thomistic",1,0.000001,0.999002,"aristotelean-thomist"
"aristotelian",2,0.000002,0.998004,"aristotelian"
"aristotle",21,0.000021,0.979240,"aristotl"
"aristotle's",6,0.000006,0.994024,"aristotle'"
"arithmetic",8,0.000008,0.992040,"arithmet"
"arithmetical",1,0.000001,0.999002,"arithmet"
"arithmetized",1,0.000001,0.999002,"arithmet"
"ariz.",5,0.000005,0.995018,"ariz."
"arizona",9,0.000009,0.991050,"arizona"
"arkabutla",1,0.000001,0.999002,"arkabutla"
"arkansas",18,0.000018,0.982179,"arkansa"
"arkansas'",1,0.000001,0.999002,"arkansas'"
"arleigh",1,0.000001,0.999002,"arleigh"
"arlen",13,0.000013,0.987097,"arlen"
"arlen's",1,0.000001,0.999002,"arlen'"
"arlene",26,0.000026,0.974361,"arlen"
"arlene's",1,0.000001,0.999002,"arlene'"
"arlington",4,0.000004,0.996012,"arlington"
