"stem","occurrences","frequency","weight"
"downwind",3,0.000003,0.997008
"dowri",2,0.000002,0.998004
"doxiadi",1,0.000001,0.999002
"doyl",4,0.000004,0.996012
"doyle'",2,0.000002,0.998004
"doze",8,0.000008,0.992040
"dozen",63,0.000063,0.939004
"dpw",1,0.000001,0.999002
"dr.",192,0.000192,0.825470
"drab",5,0.000005,0.995018
"drab-hair",1,0.000001,0.999002
"draco",1,0.000001,0.999002
"draft",38,0.000038,0.962751
"drafte",2,0.000002,0.998004
"drafter",1,0.000001,0.999002
"drafti",2,0.000002,0.998004
"drag",45,0.000045,0.956042
"dragger",1,0.000001,0.999002
"dragnet",2,0.000002,0.998004
"dragon",3,0.000003,0.997008
"dragonetti",1,0.000001,0.999002
"dragoon",1,0.000001,0.999002
"dragoslav",1,0.000001,0.999002
"drahv",1,0.000001,0.999002
"drain",33,0.000033,0.967571
"drainag",13,0.000013,0.987097
"drake",2,0.000002,0.998004
"dram",1,0.000001,0.999002
"drama",49,0.000049,0.952229
"drama-fil",1,0.000001,0.999002
"dramat",82,0.000082,0.921350
"dramatist",3,0.000003,0.997008
"drank",19,0.000019,0.981199
"drape",10,0.000010,0.990060
"draper",6,0.000006,0.994024
"draperi",6,0.000006,0.994024
"drastic",21,0.000021,0.979240
"draught",4,0.000004,0.996012
"draughti",1,0.000001,0.999002
"draw",131,0.000131,0.877336
"draw-fil",2,0.000002,0.998004
"drawback",2,0.000002,0.998004
"drawbridg",1,0.000001,0.999002
"drawer",13,0.000013,0.987097
"drawin'",1,0.000001,0.999002
"drawing-room",3,0.000003,0.997008
"drawl",6,0.000006,0.994024
"drawn",70,0.000070,0.932461
"drawn-back",1,0.000001,0.999002
"drawn-out",1,0.000001,0.999002
"drdw",3,0.000003,0.997008
"dread",22,0.000022,0.978262
"dreadnought",6,0.000006,0.994024
"dream",124,0.000124,0.883493
"dream-lusti",1,0.000001,0.999002
"dream-miss",2,0.000002,0.998004
"dream-next",1,0.000001,0.999002
"dream-ridden",1,0.000001,0.999002
"dream-sweetmit",1,0.000001,0.999002
"dream-torkin",1,0.000001,0.999002
"dream-way",1,0.000001,0.999002
"dreamboat",1,0.000001,0.999002
"dreamer",2,0.000002,0.998004
"dreami",4,0.000004,0.996012
"dreamin",1,0.000001,0.999002
"dreamless",1,0.000001,0.999002
"dreamlessli",1,0.000001,0.999002
"dreamlik",2,0.000002,0.998004
"dreamt",1,0.000001,0.999002
"dreari",7,0.000007,0.993032
"dred",1,0.000001,0.999002
"dreg",4,0.000004,0.996012
"dreiser",2,0.000002,0.998004
"dreiser'",1,0.000001,0.999002
"drench",1,0.000001,0.999002
"dresbach",2,0.000002,0.998004
"dresbach'",2,0.000002,0.998004
"dresbachs'",1,0.000001,0.999002
"dress",136,0.000136,0.872965
"dresser",3,0.000003,0.997008
"dressi",2,0.000002,0.998004
"drew",69,0.000069,0.933393
"drexel",10,0.000010,0.990060
"drexel'",1,0.000001,0.999002
"dri",126,0.000126,0.881729
"drib-drool",1,0.000001,0.999002
"dribbl",1,0.000001,0.999002
"dried-out",1,0.000001,0.999002
"dried-up",1,0.000001,0.999002
"drier",6,0.000006,0.994024
"drift",44,0.000044,0.956997
"driftin",1,0.000001,0.999002
"driftin'",1,0.000001,0.999002
"drill",52,0.000052,0.949380
"drink",152,0.000152,0.859123
"drinker",5,0.000005,0.995018
"drinkhous",1,0.000001,0.999002
"drip",15,0.000015,0.985127
"drip-",1,0.000001,0.999002
"drive",164,0.000164,0.848885
"drive-in",5,0.000005,0.995018
"drive-yourself",1,0.000001,0.999002
"driven",44,0.000044,0.956997
"driver",73,0.000073,0.929671
"driver'",5,0.000005,0.995018
"drivers'",1,0.000001,0.999002
"driveway",15,0.000015,0.985127
"drizzl",7,0.000007,0.993032
"drizzli",1,0.000001,0.999002
"dromozoa",5,0.000005,0.995018
"dromozoot",1,0.000001,0.999002
"drone",5,0.000005,0.995018
"dronk",2,0.000002,0.998004
"dronk'",1,0.000001,0.999002
"droop",3,0.000003,0.997008
"drop",195,0.000195,0.823000
"drop-block",1,0.000001,0.999002
"droplet",3,0.000003,0.997008
"dropout",3,0.000003,0.997008
"dross",4,0.000004,0.996012
"drought",7,0.000007,0.993032
"drought-sear",1,0.000001,0.999002
"drouth",1,0.000001,0.999002
"drove",63,0.000063,0.939004
"drover",1,0.000001,0.999002
"drown",14,0.000014,0.986112
"drows",2,0.000002,0.998004
"drowsi",1,0.000001,0.999002
"drowsili",1,0.000001,0.999002
"drs.",5,0.000005,0.995018
"drudgeri",1,0.000001,0.999002
"drug",58,0.000058,0.943706
"drug'",17,0.000017,0.983161
"druggan-lak",1,0.000001,0.999002
"drugless",1,0.000001,0.999002
"drugstor",6,0.000006,0.994024
"druid",1,0.000001,0.999002
"drum",32,0.000032,0.968539
"drumlin",1,0.000001,0.999002
"drummer",3,0.000003,0.997008
"drummer'",1,0.000001,0.999002
"drunck",2,0.000002,0.998004
"drunk",40,0.000040,0.960829
"drunk-and-disorderli",1,0.000001,0.999002
"drunkard",6,0.000006,0.994024
"drunkard'",1,0.000001,0.999002
"drunken",11,0.000011,0.989071
"drunkenli",4,0.000004,0.996012
"drunker",2,0.000002,0.998004
"druri",3,0.000003,0.997008
"druther",1,0.000001,0.999002
"dry-dock",1,0.000001,0.999002
"dry-ey",1,0.000001,0.999002
"dry-gulchin'",1,0.000001,0.999002
"dryer",4,0.000004,0.996012
"dryfoo",2,0.000002,0.998004
"dryfoos'",1,0.000001,0.999002
"dryin'",2,0.000002,0.998004
"dryli",4,0.000004,0.996012
"dryness",2,0.000002,0.998004
"drywal",4,0.000004,0.996012
"dsm",1,0.000001,0.999002
"dsw",2,0.000002,0.998004
"dtf",3,0.000003,0.997008
"du",71,0.000071,0.931530
"dual",9,0.000009,0.991050
"dual-channel",1,0.000001,0.999002
"dual-ladd",1,0.000001,0.999002
"dual-road-up",1,0.000001,0.999002
"dualism",1,0.000001,0.999002
"dualiti",1,0.000001,0.999002
"duan",1,0.000001,0.999002
"dub",4,0.000004,0.996012
"dubin",1,0.000001,0.999002
"dubiou",7,0.000007,0.993032
"dublin",2,0.000002,0.998004
"duboi",1,0.000001,0.999002
"dubovskoi",1,0.000001,0.999002
"duce",1,0.000001,0.999002
"duchess",1,0.000001,0.999002
"duck",21,0.000021,0.979240
"duclo",7,0.000007,0.993032
"duct",7,0.000007,0.993032
"ductwork",1,0.000001,0.999002
"dud",2,0.000002,0.998004
"dudley",1,0.000001,0.999002
"duds'd",1,0.000001,0.999002
"due",142,0.000142,0.867748
"duel",8,0.000008,0.992040
"duet",2,0.000002,0.998004
"duf",5,0.000005,0.995018
"duffel",3,0.000003,0.997008
"duffer",3,0.000003,0.997008
"duffi",2,0.000002,0.998004
"dufresn",1,0.000001,0.999002
"dufresne'",1,0.000001,0.999002
"dug",15,0.000015,0.985127
"dugan",2,0.000002,0.998004
"dugout",7,0.000007,0.993032
"duhagon",1,0.000001,0.999002
"duke",13,0.000013,0.987097
"duke'",2,0.000002,0.998004
"dulcet",1,0.000001,0.999002
"duli",10,0.000010,0.990060
"dull",41,0.000041,0.959870
"dull-gray",1,0.000001,0.999002
"duller",2,0.000002,0.998004
"dulles'",1,0.000001,0.999002
"dullest",2,0.000002,0.998004
"dulli",3,0.000003,0.997008
"duma",1,0.000001,0.999002
"dumb",13,0.000013,0.987097
"dumbbel",3,0.000003,0.997008
"dummi",4,0.000004,0.996012
"dummkopf",1,0.000001,0.999002
"dumont",10,0.000010,0.990060
"dump",18,0.000018,0.982179
"dumpti",1,0.000001,0.999002
"dun",1,0.000001,0.999002
"dunbar",4,0.000004,0.996012
"duncan",4,0.000004,0.996012
"dundeen",1,0.000001,0.999002
"dune",9,0.000009,0.991050
"dung",2,0.000002,0.998004
"dungeon",2,0.000002,0.998004
"dunk",1,0.000001,0.999002
"dunkel",2,0.000002,0.998004
"dunkirk",3,0.000003,0.997008
"dunlop",1,0.000001,0.999002
"dunn",10,0.000010,0.990060
"dunn'",1,0.000001,0.999002
"dunn-atherton",1,0.000001,0.999002
"dunston",1,0.000001,0.999002
"dupe",1,0.000001,0.999002
"duplex",1,0.000001,0.999002
"duplic",17,0.000017,0.983161
"dupont",6,0.000006,0.994024
"duqu",1,0.000001,0.999002
"durabl",14,0.000014,0.986112
"durant",2,0.000002,0.998004
"durat",12,0.000012,0.988084
"dure",585,0.000584,0.557442
"duren",2,0.000002,0.998004
"durer",2,0.000002,0.998004
"duress",1,0.000001,0.999002
"durin'",3,0.000003,0.997008
"durkheim",3,0.000003,0.997008
"durkin",2,0.000002,0.998004
"durlach",1,0.000001,0.999002
"duroch",1,0.000001,0.999002
"durrell'",1,0.000001,0.999002
"durwood",1,0.000001,0.999002
"dusk",9,0.000009,0.991050
"duski",2,0.000002,0.998004
"dussa",1,0.000001,0.999002
"dusseldorf",3,0.000003,0.997008
"dust",78,0.000078,0.925039
"dust-settl",1,0.000001,0.999002
"dust-swirl",1,0.000001,0.999002
"dust-thick",1,0.000001,0.999002
"dustbin",1,0.000001,0.999002
"dusti",16,0.000016,0.984144
"dustin'",1,0.000001,0.999002
"dusty-green",1,0.000001,0.999002
"dusty-slipp",1,0.000001,0.999002
"dutch",15,0.000015,0.985127
"dutchess",2,0.000002,0.998004
"dutchman",1,0.000001,0.999002
"duti",97,0.000097,0.907647
"dutton",2,0.000002,0.998004
"duverg",1,0.000001,0.999002
"duvol",1,0.000001,0.999002
"duyvil",1,0.000001,0.999002
"dvorak",1,0.000001,0.999002
"dwarf",7,0.000007,0.993032
"dwell",29,0.000029,0.971445
"dweller",4,0.000004,0.996012
"dwelt",1,0.000001,0.999002
"dwight",12,0.000012,0.988084
"dwindl",8,0.000008,0.992040
"dwor'",1,0.000001,0.999002
"dwyer",3,0.000003,0.997008
"dwyer'",1,0.000001,0.999002
"dy",4,0.000004,0.996012
"dye",1,0.000001,0.999002
"dyer",3,0.000003,0.997008
"dyerear",1,0.000001,0.999002
"dyke",1,0.000001,0.999002
"dylan",11,0.000011,0.989071
"dynafac",4,0.000004,0.996012
"dynam",27,0.000027,0.973388
"dynamit",6,0.000006,0.994024
"dynamo",2,0.000002,0.998004
"dynast",6,0.000006,0.994024
"dynasti",6,0.000006,0.994024
"dynod",1,0.000001,0.999002
"dysenteri",1,0.000001,0.999002
"dyspept",1,0.000001,0.999002
"dysplasia",1,0.000001,0.999002
"dystopia",10,0.000010,0.990060
"dystopian",7,0.000007,0.993032
"dystrophi",2,0.000002,0.998004
"e",40,0.000040,0.960829
"each",877,0.000876,0.416405
"ead",1,0.000001,0.999002
"eager",30,0.000030,0.970476
"eagerli",13,0.000013,0.987097
"eagl",11,0.000011,0.989071
"eagle'",1,0.000001,0.999002
"ear",71,0.000071,0.931530
"ear-muff",1,0.000001,0.999002
"eardrum",1,0.000001,0.999002
"earl",12,0.000012,0.988084
"earli",366,0.000366,0.693764
"earlier",146,0.000146,0.864288
"earliest",22,0.000022,0.978262
"early-morn",1,0.000001,0.999002
"early-season",1,0.000001,0.999002
"earmark",1,0.000001,0.999002
"earn",64,0.000064,0.938067
"earned-run",1,0.000001,0.999002
"earnest",21,0.000021,0.979240
"earnestli",13,0.000013,0.987097
"earp",1,0.000001,0.999002
"earphon",1,0.000001,0.999002
"earsplit",2,0.000002,0.998004
"earth",150,0.000150,0.860841
"earth'",17,0.000017,0.983161
"earth-bound",1,0.000001,0.999002
"earth-touch",1,0.000001,0.999002
"earth-week",2,0.000002,0.998004
"earthenwar",1,0.000001,0.999002
"earthi",10,0.000010,0.990060
"earthli",6,0.000006,0.994024
"earthmen",5,0.000005,0.995018
"earthmen'",1,0.000001,0.999002
"earthmov",1,0.000001,0.999002
"earthquak",18,0.000018,0.982179
"earthworm",1,0.000001,0.999002
"eas",53,0.000053,0.948432
"easel",5,0.000005,0.995018
"easement",4,0.000004,0.996012
"easi",124,0.000124,0.883493
"easier",51,0.000051,0.950329
"easiest",7,0.000007,0.993032
"easili",107,0.000107,0.898625
"east",183,0.000183,0.832925
"east-west",7,0.000007,0.993032
"easter",11,0.000011,0.989071
"eastern",33,0.000033,0.967571
"easthampton",1,0.000001,0.999002
"eastland",1,0.000001,0.999002
"eastman",1,0.000001,0.999002
"eastward",4,0.000004,0.996012
"eastwick",5,0.000005,0.995018
"easy-go",1,0.000001,0.999002
"easy-to-oper",1,0.000001,0.999002
"easy-to-reach",1,0.000001,0.999002
"easy-to-spot",1,0.000001,0.999002
"easygo",1,0.000001,0.999002
"eat",97,0.000097,0.907647
"eatabl",2,0.000002,0.998004
"eaten",12,0.000012,0.988084
"eater",1,0.000001,0.999002
"eaton",2,0.000002,0.998004
"eav",1,0.000001,0.999002
"eb",2,0.000002,0.998004
"ebb",2,0.000002,0.998004
"ebbett",1,0.000001,0.999002
"eben",1,0.000001,0.999002
"eber",1,0.000001,0.999002
"eboni",3,0.000003,0.997008
"ebulli",3,0.000003,0.997008
"eccentr",18,0.000018,0.982179
"ecclesiast",9,0.000009,0.991050
"echelon",3,0.000003,0.997008
"echo",27,0.000027,0.973388
"eckart",1,0.000001,0.999002
"eckenfeld",2,0.000002,0.998004
"eclat",1,0.000001,0.999002
"eclect",4,0.000004,0.996012
"eclips",8,0.000008,0.992040
"eclipt",3,0.000003,0.997008
"ecol",1,0.000001,0.999002
"ecolog",2,0.000002,0.998004
"econom",298,0.000298,0.742529
"economi",86,0.000086,0.917676
"economist",11,0.000011,0.989071
"economist'",1,0.000001,0.999002
"ecstasi",6,0.000006,0.994024
"ecstat",4,0.000004,0.996012
"ecuador",1,0.000001,0.999002
"ecumen",29,0.000029,0.971445
"ecumenicist",1,0.000001,0.999002
"ecumenist",2,0.000002,0.998004
"ed",13,0.000013,0.987097
"ed.",3,0.000003,0.997008
"eddi",33,0.000033,0.967571
"eddie'",1,0.000001,0.999002
"eddyman",1,0.000001,0.999002
"edema",2,0.000002,0.998004
"edemat",1,0.000001,0.999002
"eden",9,0.000009,0.991050
"edentul",1,0.000001,0.999002
"edg",127,0.000127,0.880849
"edgar",2,0.000002,0.998004
"edgardo",1,0.000001,0.999002
"edgerton'",1,0.000001,0.999002
"edgewat",2,0.000002,0.998004
"edgewis",1,0.000001,0.999002
"edgi",2,0.000002,0.998004
"edibl",5,0.000005,0.995018
"edifi",2,0.000002,0.998004
"edific",3,0.000003,0.997008
"edison",3,0.000003,0.997008
"edison'",1,0.000001,0.999002
"edit",61,0.000061,0.940882
"edith",4,0.000004,0.996012
"editor",95,0.000095,0.909462
"editor'",4,0.000004,0.996012
"editori",54,0.000054,0.947485
"editorialist",1,0.000001,0.999002
"editorship",1,0.000001,0.999002
"edmonia",1,0.000001,0.999002
"edmov",1,0.000001,0.999002
"edmund",2,0.000002,0.998004
"edna",3,0.000003,0.997008
"eduard",1,0.000001,0.999002
"educ",332,0.000332,0.717733
"educator'",1,0.000001,0.999002
"edw",1,0.000001,0.999002
"edward",49,0.000049,0.952229
"edward'",5,0.000005,0.995018
"edwin",11,0.000011,0.989071
"edwina",1,0.000001,0.999002
"edyth",14,0.000014,0.986112
"edythe'",2,0.000002,0.998004
"ee-faket",1,0.000001,0.999002
"eeae-cellulos",1,0.000001,0.999002
"eeg",2,0.000002,0.998004
"eel",2,0.000002,0.998004
"eeri",2,0.000002,0.998004
"eerili",2,0.000002,0.998004
"effac",1,0.000001,0.999002
"effect",535,0.000534,0.585992
"effecting",1,0.000001,0.999002
"effectu",3,0.000003,0.997008
"effemin",1,0.000001,0.999002
"effet",1,0.000001,0.999002
"effi",1,0.000001,0.999002
"efficaci",13,0.000013,0.987097
"effici",93,0.000093,0.911281
"effloresc",1,0.000001,0.999002
"effluent",19,0.000019,0.981199
"effluvium",1,0.000001,0.999002
"effort",272,0.000272,0.762068
"effortless",1,0.000001,0.999002
"effortlessli",1,0.000001,0.999002
"effus",1,0.000001,0.999002
"eg",1,0.000001,0.999002
"egalitarian",2,0.000002,0.998004
"egerton",1,0.000001,0.999002
"egg",47,0.000047,0.954134
"egg-hatch",1,0.000001,0.999002
"egg-siz",1,0.000001,0.999002
"egghead",1,0.000001,0.999002
"eggshel",1,0.000001,0.999002
"egil",1,0.000001,0.999002
"ego",13,0.000013,0.987097
"ego'",1,0.000001,0.999002
"ego-adapt",1,0.000001,0.999002
"egocentr",1,0.000001,0.999002
"egon",1,0.000001,0.999002
"egot",3,0.000003,0.997008
"egotist",2,0.000002,0.998004
"egotist'",1,0.000001,0.999002
"egregi",1,0.000001,0.999002
"egret",1,0.000001,0.999002
"egypt",14,0.000014,0.986112
"egyptian",8,0.000008,0.992040
"eh",8,0.000008,0.992040
"ehler",1,0.000001,0.999002
"eichmann",14,0.000014,0.986112
"eichmann'",6,0.000006,0.994024
"eidet",1,0.000001,0.999002
"eie",1,0.000001,0.999002
"eight",104,0.000104,0.901322
"eight-and-a-half-foot",1,0.000001,0.999002
"eight-bar",1,0.000001,0.999002
"eight-by-ten",1,0.000001,0.999002
"eight-foot",1,0.000001,0.999002
"eight-inch",2,0.000002,0.998004
"eight-thirti",1,0.000001,0.999002
"eight-week",1,0.000001,0.999002
"eight-year",1,0.000001,0.999002
"eighteen",17,0.000017,0.983161
"eighteen-year-old",1,0.000001,0.999002
"eighteenth",22,0.000022,0.978262
"eighteenth-",1,0.000001,0.999002
"eighteenth-centuri",5,0.000005,0.995018
"eighth",23,0.000023,0.977286
"eighti",13,0.000013,0.987097
"eighty-f",2,0.000002,0.998004
"eighty-fifth",2,0.000002,0.998004
"eighty-four",4,0.000004,0.996012
"eighty-nin",1,0.000001,0.999002
"eighty-on",1,0.000001,0.999002
"eighty-seventh",2,0.000002,0.998004
"eighty-sixth",5,0.000005,0.995018
"eighty-thre",3,0.000003,0.997008
"eighty-year-old",1,0.000001,0.999002
"eileen",26,0.000026,0.974361
"eileen'",3,0.000003,0.997008
"ein",3,0.000003,0.997008
"einsatzkommando",1,0.000001,0.999002
"einstein",3,0.000003,0.997008
"einstein'",3,0.000003,0.997008
"einsteinian",1,0.000001,0.999002
"eir",2,0.000002,0.998004
"eisenhhow",1,0.000001,0.999002
"eisenhow",50,0.000050,0.951278
"eisenhower'",11,0.000011,0.989071
"eisler",1,0.000001,0.999002
"either",284,0.000284,0.752987
"either-or",1,0.000001,0.999002
"ejacul",3,0.000003,0.997008
"eject",5,0.000005,0.995018
"ekaterinoslav",1,0.000001,0.999002
"ekberg",1,0.000001,0.999002
"eke",2,0.000002,0.998004
"ekstrohm",26,0.000026,0.974361
"ekstrohm'",1,0.000001,0.999002
"ekwanok",1,0.000001,0.999002
"el",20,0.000020,0.980219
"elabor",44,0.000044,0.956997
"elain",22,0.000022,0.978262
"elaine'",1,0.000001,0.999002
"elan",1,0.000001,0.999002
"elaps",7,0.000007,0.993032
"elast",12,0.000012,0.988084
"elat",5,0.000005,0.995018
"elba",1,0.000001,0.999002
"elbow",18,0.000018,0.982179
"elburn",1,0.000001,0.999002
"elder",24,0.000024,0.976310
"elderli",13,0.000013,0.987097
"eldest",5,0.000005,0.995018
"eldon",2,0.000002,0.998004
"eleanor",10,0.000010,0.990060
"eleazar",2,0.000002,0.998004
"elec",9,0.000009,0.991050
"elec'",2,0.000002,0.998004
"elect",171,0.000171,0.842970
"elector",19,0.000019,0.981199
"electr",142,0.000142,0.867748
"electra",1,0.000001,0.999002
"electress",1,0.000001,0.999002
"electric'",1,0.000001,0.999002
"electric-sewer-wat",1,0.000001,0.999002
"electric-util",1,0.000001,0.999002
"electrif",1,0.000001,0.999002
"electrifi",1,0.000001,0.999002
"electriqu",1,0.000001,0.999002
"electro-magnet",1,0.000001,0.999002
"electrocardiogram",1,0.000001,0.999002
"electrocardiograph",2,0.000002,0.998004
"electrod",5,0.000005,0.995018
"electrodynam",1,0.000001,0.999002
"electrolysi",1,0.000001,0.999002
"electromagnet",2,0.000002,0.998004
"electromyographi",1,0.000001,0.999002
"electron",141,0.000141,0.868615
"electron-microscop",1,0.000001,0.999002
"electronographi",1,0.000001,0.999002
"electrophoresi",5,0.000005,0.995018
"electrophoru",1,0.000001,0.999002
"electroshock",3,0.000003,0.997008
"electrostat",9,0.000009,0.991050
"electrotherapist",1,0.000001,0.999002
"eleg",25,0.000025,0.975335
"elegantli",1,0.000001,0.999002
"elegi",2,0.000002,0.998004
"elegiac",2,0.000002,0.998004
"element",170,0.000170,0.843813
"elementari",19,0.000019,0.981199
"elementary-school",6,0.000006,0.994024
"elena",3,0.000003,0.997008
"eleph",17,0.000017,0.983161
"elephant'",1,0.000001,0.999002
"elephantin",1,0.000001,0.999002
"elev",27,0.000027,0.973388
"eleven",40,0.000040,0.960829
"eleventh",4,0.000004,0.996012
"eleventh-floor",1,0.000001,0.999002
"elfin",1,0.000001,0.999002
"elgin",1,0.000001,0.999002
"eli",2,0.000002,0.998004
"eli'",2,0.000002,0.998004
"elicit",10,0.000010,0.990060
"elig",18,0.000018,0.982179
"eligio",1,0.000001,0.999002
"elijah",1,0.000001,0.999002
"elimin",77,0.000077,0.925963
"elinor",3,0.000003,0.997008
"elio",1,0.000001,0.999002
"eliot",4,0.000004,0.996012
"eliot-or-martin",1,0.000001,0.999002
"elisabeth",3,0.000003,0.997008
"elisha",1,0.000001,0.999002
"elit",13,0.000013,0.987097
"elizabeth",15,0.000015,0.985127
"elizabethan",9,0.000009,0.991050
"elk",2,0.000002,0.998004
"ell",1,0.000001,0.999002
"ella",1,0.000001,0.999002
"ellama",1,0.000001,0.999002
"ellen",10,0.000010,0.990060
"elli",8,0.000008,0.992040
"elliott",5,0.000005,0.995018
"ellips",2,0.000002,0.998004
"ellipsi",1,0.000001,0.999002
"ellipsoid",5,0.000005,0.995018
